rank,purchaser_name_raw,total_amount_inr,total_amount_cr,bond_count,pct_of_corporate_value,cumulative_pct_of_corporate,classification_rule_hit,source_file,source_sha256
254,BENGAL VIPANAPAN PRIVATE LIMITED,60000000,6.0000,6,0.0524,89.4931,substring:LIMITED,data/parsed_sbi_purchase.csv,fe5f2ba9d1209486901598f7c84a668ce059ae98a8d80cd3966744053de28302
255,GANDHAR COALS AND MINES PVT LTD,60000000,6.0000,6,0.0524,89.5455,substring:PVT,data/parsed_sbi_purchase.csv,fe5f2ba9d1209486901598f7c84a668ce059ae98a8d80cd3966744053de28302
256,ARVIND LIMITED,60000000,6.0000,6,0.0524,89.5979,substring:LIMITED,data/parsed_sbi_purchase.csv,fe5f2ba9d1209486901598f7c84a668ce059ae98a8d80cd3966744053de28302
257,PATEL ENGINEERING LTD.,60000000,6.0000,60,0.0524,89.6502,substring:LTD,data/parsed_sbi_purchase.csv,fe5f2ba9d1209486901598f7c84a668ce059ae98a8d80cd3966744053de28302
258,IDEAL ROAD BUILDERS  PVT.LTD.,60000000,6.0000,6,0.0524,89.7026,substring:PVT,data/parsed_sbi_purchase.csv,fe5f2ba9d1209486901598f7c84a668ce059ae98a8d80cd3966744053de28302
259,VIJAYKUMARMISHRACONSTRUCTIONPVT,60000000,6.0000,6,0.0524,89.7550,substring:PVT,data/parsed_sbi_purchase.csv,fe5f2ba9d1209486901598f7c84a668ce059ae98a8d80cd3966744053de28302
260,GK ENERGY MARKETERS PRIVATE LIMITED,60000000,6.0000,6,0.0524,89.8074,substring:LIMITED,data/parsed_sbi_purchase.csv,fe5f2ba9d1209486901598f7c84a668ce059ae98a8d80cd3966744053de28302
261,INDERDEEP CONSTRUCTION CO,60000000,6.0000,6,0.0524,89.8597,word:CONSTRUCTION,data/parsed_sbi_purchase.csv,fe5f2ba9d1209486901598f7c84a668ce059ae98a8d80cd3966744053de28302
262,TANUSHREE LOGISTICS PRIVATE LIMITED,56000000,5.6000,20,0.0489,89.9086,substring:LIMITED,data/parsed_sbi_purchase.csv,fe5f2ba9d1209486901598f7c84a668ce059ae98a8d80cd3966744053de28302
263,CYGNUS POWER INFRA SERVICES PRIVATE,55000000,5.5000,10,0.0480,89.9566,substring:PRIVATE,data/parsed_sbi_purchase.csv,fe5f2ba9d1209486901598f7c84a668ce059ae98a8d80cd3966744053de28302
264,RITESH PROJECTS PVT LTD,53500000,5.3500,22,0.0467,90.0033,substring:PVT,data/parsed_sbi_purchase.csv,fe5f2ba9d1209486901598f7c84a668ce059ae98a8d80cd3966744053de28302
265,CAPSTAN TRADING LLP,52500000,5.2500,12,0.0458,90.0491,substring:LLP,data/parsed_sbi_purchase.csv,fe5f2ba9d1209486901598f7c84a668ce059ae98a8d80cd3966744053de28302
266,STOCKPATHADVISORSLLP,52000000,5.2000,16,0.0454,90.0945,substring:LLP,data/parsed_sbi_purchase.csv,fe5f2ba9d1209486901598f7c84a668ce059ae98a8d80cd3966744053de28302
267,RENUKA INVESTMENTS AND FINANCE LTD,50000000,5.0000,5,0.0436,90.1382,substring:LTD,data/parsed_sbi_purchase.csv,fe5f2ba9d1209486901598f7c84a668ce059ae98a8d80cd3966744053de28302
268,RENUKESHWAR INVESTMENTS PVT LTD,50000000,5.0000,5,0.0436,90.1818,substring:PVT,data/parsed_sbi_purchase.csv,fe5f2ba9d1209486901598f7c84a668ce059ae98a8d80cd3966744053de28302
269,SHANKARANARAYANA CONSTRUCTIONS PVT,50000000,5.0000,5,0.0436,90.2255,substring:PVT,data/parsed_sbi_purchase.csv,fe5f2ba9d1209486901598f7c84a668ce059ae98a8d80cd3966744053de28302
270,KEYSTONE REALTORS PVT LTD,50000000,5.0000,50,0.0436,90.2691,substring:PVT,data/parsed_sbi_purchase.csv,fe5f2ba9d1209486901598f7c84a668ce059ae98a8d80cd3966744053de28302
271,"AISHWARYA BUSINESS CORPORATION PVT, LTD",50000000,5.0000,14,0.0436,90.3128,substring:PVT,data/parsed_sbi_purchase.csv,fe5f2ba9d1209486901598f7c84a668ce059ae98a8d80cd3966744053de28302
272,FASTWAY TRANSMISSIONS PVT LTD,50000000,5.0000,5,0.0436,90.3564,substring:PVT,data/parsed_sbi_purchase.csv,fe5f2ba9d1209486901598f7c84a668ce059ae98a8d80cd3966744053de28302
273,RADICO KHAITAN LIMITED,50000000,5.0000,5,0.0436,90.4000,substring:LIMITED,data/parsed_sbi_purchase.csv,fe5f2ba9d1209486901598f7c84a668ce059ae98a8d80cd3966744053de28302
274,STAR CEMENT MEGHALAYA LIMITED,50000000,5.0000,14,0.0436,90.4437,substring:LIMITED,data/parsed_sbi_purchase.csv,fe5f2ba9d1209486901598f7c84a668ce059ae98a8d80cd3966744053de28302
275,PHILIPS CARBON BLACK LTD,50000000,5.0000,14,0.0436,90.4873,substring:LTD,data/parsed_sbi_purchase.csv,fe5f2ba9d1209486901598f7c84a668ce059ae98a8d80cd3966744053de28302
276,SHANKARRESOURCESPVTLTD,50000000,5.0000,5,0.0436,90.5310,substring:PVT,data/parsed_sbi_purchase.csv,fe5f2ba9d1209486901598f7c84a668ce059ae98a8d80cd3966744053de28302
277,FAMY ENERGY PRIVATE LIMITED,50000000,5.0000,5,0.0436,90.5746,substring:LIMITED,data/parsed_sbi_purchase.csv,fe5f2ba9d1209486901598f7c84a668ce059ae98a8d80cd3966744053de28302
278,JMC PROJECTS  INDIA  LTD,50000000,5.0000,5,0.0436,90.6183,substring:LTD,data/parsed_sbi_purchase.csv,fe5f2ba9d1209486901598f7c84a668ce059ae98a8d80cd3966744053de28302
279,MYTRAH ENERGY(INDIA) PRIVATE LIMITED,50000000,5.0000,5,0.0436,90.6619,substring:LIMITED,data/parsed_sbi_purchase.csv,fe5f2ba9d1209486901598f7c84a668ce059ae98a8d80cd3966744053de28302
280,THAKUR PRASAD SAO & SONS PVT LT,50000000,5.0000,14,0.0436,90.7055,substring:PVT,data/parsed_sbi_purchase.csv,fe5f2ba9d1209486901598f7c84a668ce059ae98a8d80cd3966744053de28302
281,GENEXT HARDWARE   PARKS PVT. LTD,50000000,5.0000,5,0.0436,90.7492,substring:PVT,data/parsed_sbi_purchase.csv,fe5f2ba9d1209486901598f7c84a668ce059ae98a8d80cd3966744053de28302
282,ORIENTAL SOUTH DELHI HOTELS PVT LTD,50000000,5.0000,5,0.0436,90.7928,substring:PVT,data/parsed_sbi_purchase.csv,fe5f2ba9d1209486901598f7c84a668ce059ae98a8d80cd3966744053de28302
283,K AMISH KUMAR TRADING PVT LTD,50000000,5.0000,5,0.0436,90.8365,substring:PVT,data/parsed_sbi_purchase.csv,fe5f2ba9d1209486901598f7c84a668ce059ae98a8d80cd3966744053de28302
284,GENUS POWER,50000000,5.0000,5,0.0436,90.8801,word:POWER,data/parsed_sbi_purchase.csv,fe5f2ba9d1209486901598f7c84a668ce059ae98a8d80cd3966744053de28302
285,D S ENGINEERING WORKSHOP LLP,50000000,5.0000,14,0.0436,90.9238,substring:LLP,data/parsed_sbi_purchase.csv,fe5f2ba9d1209486901598f7c84a668ce059ae98a8d80cd3966744053de28302
286,GOODLUCK INDIA LTD,50000000,5.0000,5,0.0436,90.9674,substring:LTD,data/parsed_sbi_purchase.csv,fe5f2ba9d1209486901598f7c84a668ce059ae98a8d80cd3966744053de28302
287,PURULIA BOTTLING PVT LTD,50000000,5.0000,32,0.0436,91.0110,substring:PVT,data/parsed_sbi_purchase.csv,fe5f2ba9d1209486901598f7c84a668ce059ae98a8d80cd3966744053de28302
288,SALASAR STOCK BROKING LTD-PROPRIETARY,50000000,5.0000,5,0.0436,91.0547,substring:LTD,data/parsed_sbi_purchase.csv,fe5f2ba9d1209486901598f7c84a668ce059ae98a8d80cd3966744053de28302
289,CASA MARIA PROPERTIES LLP,50000000,5.0000,5,0.0436,91.0983,substring:LLP,data/parsed_sbi_purchase.csv,fe5f2ba9d1209486901598f7c84a668ce059ae98a8d80cd3966744053de28302
290,ROSHNI DEALMARK PRIVATE LTD,50000000,5.0000,5,0.0436,91.1420,substring:PRIVATE,data/parsed_sbi_purchase.csv,fe5f2ba9d1209486901598f7c84a668ce059ae98a8d80cd3966744053de28302
291,LALITPUR POWER GENERATION COMPANY LIMITED,50000000,5.0000,5,0.0436,91.1856,substring:LIMITED,data/parsed_sbi_purchase.csv,fe5f2ba9d1209486901598f7c84a668ce059ae98a8d80cd3966744053de28302
292,BLUEBERRY TRADING COMPANY PRIVATE L,50000000,5.0000,5,0.0436,91.2293,substring:PRIVATE,data/parsed_sbi_purchase.csv,fe5f2ba9d1209486901598f7c84a668ce059ae98a8d80cd3966744053de28302
293,HEENA STEEL LLP,50000000,5.0000,14,0.0436,91.2729,substring:LLP,data/parsed_sbi_purchase.csv,fe5f2ba9d1209486901598f7c84a668ce059ae98a8d80cd3966744053de28302
294,HINDUSTAN TEXTILES,50000000,5.0000,5,0.0436,91.3166,word:TEXTILES,data/parsed_sbi_purchase.csv,fe5f2ba9d1209486901598f7c84a668ce059ae98a8d80cd3966744053de28302
295,RAJAPUSHPA ASSET MANAGEMENT LLP,50000000,5.0000,5,0.0436,91.3602,substring:LLP,data/parsed_sbi_purchase.csv,fe5f2ba9d1209486901598f7c84a668ce059ae98a8d80cd3966744053de28302
296,AXIS CLINICALS LIMITED,50000000,5.0000,5,0.0436,91.4038,substring:LIMITED,data/parsed_sbi_purchase.csv,fe5f2ba9d1209486901598f7c84a668ce059ae98a8d80cd3966744053de28302
297,BRICKS INFRATECH LLP,50000000,5.0000,5,0.0436,91.4475,substring:LLP,data/parsed_sbi_purchase.csv,fe5f2ba9d1209486901598f7c84a668ce059ae98a8d80cd3966744053de28302
298,TRIDENTCHEMPHARLIMITED,50000000,5.0000,5,0.0436,91.4911,substring:LIMITED,data/parsed_sbi_purchase.csv,fe5f2ba9d1209486901598f7c84a668ce059ae98a8d80cd3966744053de28302
299,FERTILELAND FOODS PRIVATE LIMITED,50000000,5.0000,5,0.0436,91.5348,substring:LIMITED,data/parsed_sbi_purchase.csv,fe5f2ba9d1209486901598f7c84a668ce059ae98a8d80cd3966744053de28302
300,ASIAN TRADING CORPORATION LIMITED,50000000,5.0000,5,0.0436,91.5784,substring:LIMITED,data/parsed_sbi_purchase.csv,fe5f2ba9d1209486901598f7c84a668ce059ae98a8d80cd3966744053de28302
301,SWAMI FUELS PRIVATE LIMITED,50000000,5.0000,5,0.0436,91.6221,substring:LIMITED,data/parsed_sbi_purchase.csv,fe5f2ba9d1209486901598f7c84a668ce059ae98a8d80cd3966744053de28302
302,J K CEMENT LTD.,50000000,5.0000,50,0.0436,91.6657,substring:LTD,data/parsed_sbi_purchase.csv,fe5f2ba9d1209486901598f7c84a668ce059ae98a8d80cd3966744053de28302
303,ARIZONAGLOBALSERVICESPVTLTDBR,50000000,5.0000,5,0.0436,91.7093,substring:PVT,data/parsed_sbi_purchase.csv,fe5f2ba9d1209486901598f7c84a668ce059ae98a8d80cd3966744053de28302
304,MNMEDIAVENTURESPVTL108,50000000,5.0000,5,0.0436,91.7530,substring:PVT,data/parsed_sbi_purchase.csv,fe5f2ba9d1209486901598f7c84a668ce059ae98a8d80cd3966744053de28302
305,DCM SHRIRAM LTD,50000000,5.0000,5,0.0436,91.7966,substring:LTD,data/parsed_sbi_purchase.csv,fe5f2ba9d1209486901598f7c84a668ce059ae98a8d80cd3966744053de28302
306,EVERSHINE INTERIORS CHENNAI PVT LTD,50000000,5.0000,5,0.0436,91.8403,substring:PVT,data/parsed_sbi_purchase.csv,fe5f2ba9d1209486901598f7c84a668ce059ae98a8d80cd3966744053de28302
307,MANU VYAPAR (P) LTD.,50000000,5.0000,5,0.0436,91.8839,substring:LTD,data/parsed_sbi_purchase.csv,fe5f2ba9d1209486901598f7c84a668ce059ae98a8d80cd3966744053de28302
308,MOHIT MINERALS  LTD,50000000,5.0000,5,0.0436,91.9276,substring:LTD,data/parsed_sbi_purchase.csv,fe5f2ba9d1209486901598f7c84a668ce059ae98a8d80cd3966744053de28302
309,FUTURISTIC HANDLING SERVICES PVT LTD,50000000,5.0000,5,0.0436,91.9712,substring:PVT,data/parsed_sbi_purchase.csv,fe5f2ba9d1209486901598f7c84a668ce059ae98a8d80cd3966744053de28302
310,GREENKO MP01 IREP PRIVATE LIMITED,50000000,5.0000,5,0.0436,92.0149,substring:LIMITED,data/parsed_sbi_purchase.csv,fe5f2ba9d1209486901598f7c84a668ce059ae98a8d80cd3966744053de28302
311,ILABS HYD TECHNOLOGY CENTRE PVT LTD,50000000,5.0000,5,0.0436,92.0585,substring:PVT,data/parsed_sbi_purchase.csv,fe5f2ba9d1209486901598f7c84a668ce059ae98a8d80cd3966744053de28302
312,KCR ENTERPRISE LLP,50000000,5.0000,5,0.0436,92.1021,substring:LLP,data/parsed_sbi_purchase.csv,fe5f2ba9d1209486901598f7c84a668ce059ae98a8d80cd3966744053de28302
313,NSL RENEWABLE POWER PRIVATE LIMITED,50000000,5.0000,5,0.0436,92.1458,substring:LIMITED,data/parsed_sbi_purchase.csv,fe5f2ba9d1209486901598f7c84a668ce059ae98a8d80cd3966744053de28302
314,AUGMONT ENTERPRISES PRIVATE LIMITED,50000000,5.0000,5,0.0436,92.1894,substring:LIMITED,data/parsed_sbi_purchase.csv,fe5f2ba9d1209486901598f7c84a668ce059ae98a8d80cd3966744053de28302
315,GREENKO ANANTAPUR WIND POWER PRIVATE LIMITED,50000000,5.0000,5,0.0436,92.2331,substring:LIMITED,data/parsed_sbi_purchase.csv,fe5f2ba9d1209486901598f7c84a668ce059ae98a8d80cd3966744053de28302
316,PRESTIGE ESTATES PROJECTS LTD PREST,50000000,5.0000,5,0.0436,92.2767,substring:LTD,data/parsed_sbi_purchase.csv,fe5f2ba9d1209486901598f7c84a668ce059ae98a8d80cd3966744053de28302
317,SKEIRON RENEWABLE ENERGY AMIDYALA PRIVATE LIMITED,50000000,5.0000,5,0.0436,92.3204,substring:LIMITED,data/parsed_sbi_purchase.csv,fe5f2ba9d1209486901598f7c84a668ce059ae98a8d80cd3966744053de28302
318,VILLAGE DE NANDI PVT LTD RERA DESIG,50000000,5.0000,50,0.0436,92.3640,substring:PVT,data/parsed_sbi_purchase.csv,fe5f2ba9d1209486901598f7c84a668ce059ae98a8d80cd3966744053de28302
319,D S ENGINEERING WORKS LLP,50000000,5.0000,5,0.0436,92.4076,substring:LLP,data/parsed_sbi_purchase.csv,fe5f2ba9d1209486901598f7c84a668ce059ae98a8d80cd3966744053de28302
320,HONOUR LAB LIMITED,50000000,5.0000,5,0.0436,92.4513,substring:LIMITED,data/parsed_sbi_purchase.csv,fe5f2ba9d1209486901598f7c84a668ce059ae98a8d80cd3966744053de28302
321,N A R INFRA PRIVATE LIMITED,50000000,5.0000,5,0.0436,92.4949,substring:LIMITED,data/parsed_sbi_purchase.csv,fe5f2ba9d1209486901598f7c84a668ce059ae98a8d80cd3966744053de28302
322,NSL SEZ HYDERABAD PRIVATE LIMITED,50000000,5.0000,5,0.0436,92.5386,substring:LIMITED,data/parsed_sbi_purchase.csv,fe5f2ba9d1209486901598f7c84a668ce059ae98a8d80cd3966744053de28302
323,GAJA ENGINEERING PVT LTD,50000000,5.0000,5,0.0436,92.5822,substring:PVT,data/parsed_sbi_purchase.csv,fe5f2ba9d1209486901598f7c84a668ce059ae98a8d80cd3966744053de28302
324,MB POWER (MADHYA PRADESH) LTD,50000000,5.0000,5,0.0436,92.6259,substring:LTD,data/parsed_sbi_purchase.csv,fe5f2ba9d1209486901598f7c84a668ce059ae98a8d80cd3966744053de28302
325,ASHOKA  MUDHOL NIPANI ROADS LIMITED,50000000,5.0000,5,0.0436,92.6695,substring:LIMITED,data/parsed_sbi_purchase.csv,fe5f2ba9d1209486901598f7c84a668ce059ae98a8d80cd3966744053de28302
326,VIVA HIGHWAYS  LTD,50000000,5.0000,5,0.0436,92.7132,substring:LTD,data/parsed_sbi_purchase.csv,fe5f2ba9d1209486901598f7c84a668ce059ae98a8d80cd3966744053de28302
327,BIOLOGICAL E LIMITED,50000000,5.0000,5,0.0436,92.7568,substring:LIMITED,data/parsed_sbi_purchase.csv,fe5f2ba9d1209486901598f7c84a668ce059ae98a8d80cd3966744053de28302
328,HINDYS LAB PVT. LTD. (PREVIOUSLY HIND LI FE SCIENCES PVT LTD),50000000,5.0000,5,0.0436,92.8004,substring:PVT,data/parsed_sbi_purchase.csv,fe5f2ba9d1209486901598f7c84a668ce059ae98a8d80cd3966744053de28302
329,VASAVI  AVENUES LLP,50000000,5.0000,5,0.0436,92.8441,substring:LLP,data/parsed_sbi_purchase.csv,fe5f2ba9d1209486901598f7c84a668ce059ae98a8d80cd3966744053de28302
330,INTERGLOBE AVIATION LIMITED,50000000,5.0000,5,0.0436,92.8877,substring:LIMITED,data/parsed_sbi_purchase.csv,fe5f2ba9d1209486901598f7c84a668ce059ae98a8d80cd3966744053de28302
331,TRIDENT LIMITED,50000000,5.0000,5,0.0436,92.9314,substring:LIMITED,data/parsed_sbi_purchase.csv,fe5f2ba9d1209486901598f7c84a668ce059ae98a8d80cd3966744053de28302
332,BAIN GLOBAL RESOURCES LLP,50000000,5.0000,5,0.0436,92.9750,substring:LLP,data/parsed_sbi_purchase.csv,fe5f2ba9d1209486901598f7c84a668ce059ae98a8d80cd3966744053de28302
333,AKSHAT GREENTECH PRIVATE LIMITED,50000000,5.0000,5,0.0436,93.0187,substring:LIMITED,data/parsed_sbi_purchase.csv,fe5f2ba9d1209486901598f7c84a668ce059ae98a8d80cd3966744053de28302
334,DASAMI LAB PRIVATE LIMITED (FORMERLY HEL IUS LAB PVT LTD),50000000,5.0000,5,0.0436,93.0623,substring:LIMITED,data/parsed_sbi_purchase.csv,fe5f2ba9d1209486901598f7c84a668ce059ae98a8d80cd3966744053de28302
335,HETERO BIOPHARMA LIMITED,50000000,5.0000,5,0.0436,93.1059,substring:LIMITED,data/parsed_sbi_purchase.csv,fe5f2ba9d1209486901598f7c84a668ce059ae98a8d80cd3966744053de28302
336,SELMAR LAB  PRIVATE LIMITED,50000000,5.0000,5,0.0436,93.1496,substring:LIMITED,data/parsed_sbi_purchase.csv,fe5f2ba9d1209486901598f7c84a668ce059ae98a8d80cd3966744053de28302
337,YUVAN TRADING   CONSULTANCY LLP,50000000,5.0000,5,0.0436,93.1932,substring:LLP,data/parsed_sbi_purchase.csv,fe5f2ba9d1209486901598f7c84a668ce059ae98a8d80cd3966744053de28302
338,J K CEMENT LIMITED,50000000,5.0000,5,0.0436,93.2369,substring:LIMITED,data/parsed_sbi_purchase.csv,fe5f2ba9d1209486901598f7c84a668ce059ae98a8d80cd3966744053de28302
339,THRIVENI EARTHMOVERS PVT LTD,50000000,5.0000,5,0.0436,93.2805,substring:PVT,data/parsed_sbi_purchase.csv,fe5f2ba9d1209486901598f7c84a668ce059ae98a8d80cd3966744053de28302
340,SARDA ENERGY AND MINERALS LTD,50000000,5.0000,5,0.0436,93.3242,substring:LTD,data/parsed_sbi_purchase.csv,fe5f2ba9d1209486901598f7c84a668ce059ae98a8d80cd3966744053de28302
341,DCM SHRIRAM LIMITED,50000000,5.0000,5,0.0436,93.3678,substring:LIMITED,data/parsed_sbi_purchase.csv,fe5f2ba9d1209486901598f7c84a668ce059ae98a8d80cd3966744053de28302
342,WELSPUN LIVING LIMITED,50000000,5.0000,5,0.0436,93.4114,substring:LIMITED,data/parsed_sbi_purchase.csv,fe5f2ba9d1209486901598f7c84a668ce059ae98a8d80cd3966744053de28302
343,CHIRON BEHRING VACCINES PVT LTD,50000000,5.0000,5,0.0436,93.4551,substring:PVT,data/parsed_sbi_purchase.csv,fe5f2ba9d1209486901598f7c84a668ce059ae98a8d80cd3966744053de28302
344,BIOVET PVT LTD,50000000,5.0000,5,0.0436,93.4987,substring:PVT,data/parsed_sbi_purchase.csv,fe5f2ba9d1209486901598f7c84a668ce059ae98a8d80cd3966744053de28302
345,RCC NUTRA FILL PRIVATE LIMITED,50000000,5.0000,5,0.0436,93.5424,substring:LIMITED,data/parsed_sbi_purchase.csv,fe5f2ba9d1209486901598f7c84a668ce059ae98a8d80cd3966744053de28302
346,VEDIKA VANIJYA PVT LTD-SELF A/C,50000000,5.0000,5,0.0436,93.5860,substring:PVT,data/parsed_sbi_purchase.csv,fe5f2ba9d1209486901598f7c84a668ce059ae98a8d80cd3966744053de28302
347,OMKAR REALTORS PROJECTS PVT LTD,45000000,4.5000,9,0.0393,93.6253,substring:PVT,data/parsed_sbi_purchase.csv,fe5f2ba9d1209486901598f7c84a668ce059ae98a8d80cd3966744053de28302
348,UM CABLES LIMITED,45000000,4.5000,45,0.0393,93.6646,substring:LIMITED,data/parsed_sbi_purchase.csv,fe5f2ba9d1209486901598f7c84a668ce059ae98a8d80cd3966744053de28302
349,LOTUS TEXPARK LIMITED FORMERLY LOTUS INT EGRATED TEXPARK LTD,45000000,4.5000,9,0.0393,93.7039,substring:LIMITED,data/parsed_sbi_purchase.csv,fe5f2ba9d1209486901598f7c84a668ce059ae98a8d80cd3966744053de28302
350,ANBEE CONSTRUCTIONS LLP,45000000,4.5000,9,0.0393,93.7431,substring:LLP,data/parsed_sbi_purchase.csv,fe5f2ba9d1209486901598f7c84a668ce059ae98a8d80cd3966744053de28302
351,CAPE TRADING LLP,45000000,4.5000,9,0.0393,93.7824,substring:LLP,data/parsed_sbi_purchase.csv,fe5f2ba9d1209486901598f7c84a668ce059ae98a8d80cd3966744053de28302
352,LAURELSECURITIESPVTLTD,45000000,4.5000,9,0.0393,93.8217,substring:PVT,data/parsed_sbi_purchase.csv,fe5f2ba9d1209486901598f7c84a668ce059ae98a8d80cd3966744053de28302
353,RAGHUKOOL ESTATE DEVELOPMENT LLP,45000000,4.5000,9,0.0393,93.8610,substring:LLP,data/parsed_sbi_purchase.csv,fe5f2ba9d1209486901598f7c84a668ce059ae98a8d80cd3966744053de28302
354,ARROW PROJECTS PVT LTD,45000000,4.5000,36,0.0393,93.9003,substring:PVT,data/parsed_sbi_purchase.csv,fe5f2ba9d1209486901598f7c84a668ce059ae98a8d80cd3966744053de28302
355,ASIAN AGRI GENETICS LIMITED,45000000,4.5000,9,0.0393,93.9395,substring:LIMITED,data/parsed_sbi_purchase.csv,fe5f2ba9d1209486901598f7c84a668ce059ae98a8d80cd3966744053de28302
356,ASHOKA HUNGUND TALIKOT ROAD LTD,45000000,4.5000,9,0.0393,93.9788,substring:LTD,data/parsed_sbi_purchase.csv,fe5f2ba9d1209486901598f7c84a668ce059ae98a8d80cd3966744053de28302
357,V M SALGAOCAR CORPORATION PVT LTD,41500000,4.1500,163,0.0362,94.0150,substring:PVT,data/parsed_sbi_purchase.csv,fe5f2ba9d1209486901598f7c84a668ce059ae98a8d80cd3966744053de28302
358,MSPL LTD,40000000,4.0000,4,0.0349,94.0500,substring:LTD,data/parsed_sbi_purchase.csv,fe5f2ba9d1209486901598f7c84a668ce059ae98a8d80cd3966744053de28302
359,OMKAR VENTURES PVT LTD,40000000,4.0000,4,0.0349,94.0849,substring:PVT,data/parsed_sbi_purchase.csv,fe5f2ba9d1209486901598f7c84a668ce059ae98a8d80cd3966744053de28302
360,INOX AIR PRODUCTS LTD,40000000,4.0000,4,0.0349,94.1198,substring:LTD,data/parsed_sbi_purchase.csv,fe5f2ba9d1209486901598f7c84a668ce059ae98a8d80cd3966744053de28302
361,OM CREDIT PVT LTD,40000000,4.0000,4,0.0349,94.1547,substring:PVT,data/parsed_sbi_purchase.csv,fe5f2ba9d1209486901598f7c84a668ce059ae98a8d80cd3966744053de28302
362,TAQUITO LEASE OPERATORS PVT. LTD,40000000,4.0000,4,0.0349,94.1896,substring:PVT,data/parsed_sbi_purchase.csv,fe5f2ba9d1209486901598f7c84a668ce059ae98a8d80cd3966744053de28302
363,KEJRIWAL MIINIING PRIVATE LIMITED,40000000,4.0000,13,0.0349,94.2245,substring:LIMITED,data/parsed_sbi_purchase.csv,fe5f2ba9d1209486901598f7c84a668ce059ae98a8d80cd3966744053de28302
364,ARDENT STEEL LIMITED,40000000,4.0000,4,0.0349,94.2594,substring:LIMITED,data/parsed_sbi_purchase.csv,fe5f2ba9d1209486901598f7c84a668ce059ae98a8d80cd3966744053de28302
365,THE INDIA CEMENTS LTD,40000000,4.0000,4,0.0349,94.2944,substring:LTD,data/parsed_sbi_purchase.csv,fe5f2ba9d1209486901598f7c84a668ce059ae98a8d80cd3966744053de28302
366,BESSEGGEN INFOTECH LLP,40000000,4.0000,13,0.0349,94.3293,substring:LLP,data/parsed_sbi_purchase.csv,fe5f2ba9d1209486901598f7c84a668ce059ae98a8d80cd3966744053de28302
367,PRB SECURITIES PVT LTD,40000000,4.0000,13,0.0349,94.3642,substring:PVT,data/parsed_sbi_purchase.csv,fe5f2ba9d1209486901598f7c84a668ce059ae98a8d80cd3966744053de28302
368,KVR BASELINE RESOURCES PRIVATE LIMI,40000000,4.0000,4,0.0349,94.3991,substring:PRIVATE,data/parsed_sbi_purchase.csv,fe5f2ba9d1209486901598f7c84a668ce059ae98a8d80cd3966744053de28302
369,BALU IRON & STEEL COMPANY,40000000,4.0000,4,0.0349,94.4340,word:COMPANY,data/parsed_sbi_purchase.csv,fe5f2ba9d1209486901598f7c84a668ce059ae98a8d80cd3966744053de28302
370,INFRASTRUCTURE LOGISTICS PVT LTD,40000000,4.0000,4,0.0349,94.4689,substring:PVT,data/parsed_sbi_purchase.csv,fe5f2ba9d1209486901598f7c84a668ce059ae98a8d80cd3966744053de28302
371,TANOT WIND POWER VENTURES PVT LTD,40000000,4.0000,4,0.0349,94.5038,substring:PVT,data/parsed_sbi_purchase.csv,fe5f2ba9d1209486901598f7c84a668ce059ae98a8d80cd3966744053de28302
372,DR REDDYS LABORATORIES LIMITED,40000000,4.0000,4,0.0349,94.5388,substring:LIMITED,data/parsed_sbi_purchase.csv,fe5f2ba9d1209486901598f7c84a668ce059ae98a8d80cd3966744053de28302
373,ACHINTYA SOLAR POWER PRIVATE LIMITED,40000000,4.0000,4,0.0349,94.5737,substring:LIMITED,data/parsed_sbi_purchase.csv,fe5f2ba9d1209486901598f7c84a668ce059ae98a8d80cd3966744053de28302
374,AJANTA PHARMA LTD,40000000,4.0000,4,0.0349,94.6086,substring:LTD,data/parsed_sbi_purchase.csv,fe5f2ba9d1209486901598f7c84a668ce059ae98a8d80cd3966744053de28302
375,ARVINDINFRACONLLP,40000000,4.0000,4,0.0349,94.6435,substring:LLP,data/parsed_sbi_purchase.csv,fe5f2ba9d1209486901598f7c84a668ce059ae98a8d80cd3966744053de28302
376,HANSVAHINI AUTO INTERIOR PVT LTD,40000000,4.0000,4,0.0349,94.6784,substring:PVT,data/parsed_sbi_purchase.csv,fe5f2ba9d1209486901598f7c84a668ce059ae98a8d80cd3966744053de28302
377,VERTEX VEGA DEVELOPERS LLP,40000000,4.0000,4,0.0349,94.7133,substring:LLP,data/parsed_sbi_purchase.csv,fe5f2ba9d1209486901598f7c84a668ce059ae98a8d80cd3966744053de28302
378,EAGLE INFRA INDIA LTD,40000000,4.0000,4,0.0349,94.7483,substring:LTD,data/parsed_sbi_purchase.csv,fe5f2ba9d1209486901598f7c84a668ce059ae98a8d80cd3966744053de28302
379,ASHOKA BAGEWADI SAUNDATTI ROAD LIMITED,40000000,4.0000,4,0.0349,94.7832,substring:LIMITED,data/parsed_sbi_purchase.csv,fe5f2ba9d1209486901598f7c84a668ce059ae98a8d80cd3966744053de28302
380,VARDHMAN TEXTILES LIMITED,40000000,4.0000,13,0.0349,94.8181,substring:LIMITED,data/parsed_sbi_purchase.csv,fe5f2ba9d1209486901598f7c84a668ce059ae98a8d80cd3966744053de28302
